seed,city,phase,policy_mode,n_episodes,throughput_mean,throughput_std,accept_rate_mean,accept_rate_std,latency_mean_mean,latency_mean_std,utilisation_mean,utilisation_std,actor_loss_mean,critic_loss_mean,entropy_mean
42,LosAngeles_Small,stress,MAPPER,5,0.3853,0.0747,0.9451,0.0271,843.4987,60.2382,0.2958,0.0813,0.9543,0.0178,281.2205,34.1921,0.0000,0.0000,0.0000
42,LosAngeles_Small,stress,FaithfulMAPPER,5,0.3799,0.0332,0.9544,0.0186,970.7441,97.5288,0.2632,0.0659,0.9668,0.0297,291.2583,25.8214,0.0000,0.0000,0.0000
42,LosAngeles_Small,stress,TamAlwaysAccept,5,0.3930,0.0497,0.9598,0.0218,821.3175,59.2771,0.2684,0.0327,0.9688,0.0150,288.5004,17.6422,0.0000,0.0000,0.0000
42,LosAngeles_Medium,stress,MAPPO,5,0.4367,0.0581,0.8479,0.0691,1390.5837,160.2459,0.1995,0.0535,0.9164,0.0342,590.3388,71.7826,0.0000,0.0000,0.0000
42,LosAngeles_Medium,stress,MAPPER,5,0.4132,0.0654,0.9126,0.0199,1253.8334,125.1363,0.2483,0.0362,0.9410,0.0205,469.9293,36.1821,0.0000,0.0000,0.0000
42,LosAngeles_Medium,stress,FaithfulMAPPER,5,0.3561,0.0270,0.9145,0.0385,1361.9713,182.3276,0.1908,0.0760,0.9213,0.0464,466.8090,49.9067,0.0000,0.0000,0.0000
42,LosAngeles_Medium,stress,TamAlwaysAccept,5,0.4489,0.0719,0.8950,0.0107,1336.7767,109.3654,0.2733,0.0610,0.9381,0.0298,552.9886,61.0467,0.0000,0.0000,0.0000
42,Tokyo_Large,generalize,MAPPO,5,0.1087,0.0319,0.6871,0.1198,1718.1608,298.2691,0.2362,0.0691,0.7148,0.0809,771.5834,86.0381,0.0000,0.0000,0.0000
42,Tokyo_Large,generalize,MAPPER,5,0.1445,0.0578,0.7474,0.0242,1927.8867,328.0182,0.3079,0.0739,0.7646,0.0608,777.1389,270.1378,0.0000,0.0000,0.0000
42,Tokyo_Large,generalize,FaithfulMAPPER,5,0.2266,0.0771,0.7242,0.1075,1715.1970,117.7887,0.3213,0.0850,0.7444,0.0925,757.8168,64.4989,0.0000,0.0000,0.0000
42,Tokyo_Large,generalize,TamAlwaysAccept,5,0.2636,0.0593,0.7787,0.0519,1728.3982,168.1992,0.2894,0.0305,0.8543,0.0347,655.8993,151.4756,0.0000,0.0000,0.0000
42,Fukuoka,generalize,MAPPO,5,0.1392,0.0909,0.7993,0.1011,1650.7598,364.5939,0.2766,0.1206,0.8159,0.0810,520.6198,111.4664,0.0000,0.0000,0.0000
42,Fukuoka,generalize,MAPPER,5,0.3042,0.0332,0.8684,0.0423,1711.7438,96.6598,0.4007,0.0523,0.8600,0.0169,701.9354,108.2121,0.0000,0.0000,0.0000
42,Fukuoka,generalize,FaithfulMAPPER,5,0.3893,0.1070,0.8653,0.0545,1606.2543,248.5974,0.3642,0.0457,0.9039,0.0505,632.1517,100.4137,0.0000,0.0000,0.0000
42,Fukuoka,generalize,TamAlwaysAccept,5,0.4105,0.0916,0.8909,0.0471,1399.8311,86.1396,0.3609,0.0511,0.8893,0.0192,578.3192,97.5609,0.0000,0.0000,0.0000
42,NewYork,generalize,MAPPO,5,0.0842,0.0508,0.6755,0.0859,1621.7279,349.2299,0.2369,0.0588,0.7486,0.1136,620.0365,149.0287,0.0000,0.0000,0.0000
42,NewYork,generalize,MAPPER,5,0.2326,0.1096,0.8190,0.0565,1845.2031,156.3993,0.3978,0.0829,0.8224,0.0683,700.4412,109.7902,0.0000,0.0000,0.0000
42,NewYork,generalize,FaithfulMAPPER,5,0.2352,0.0309,0.8023,0.0546,1618.1920,236.8425,0.3861,0.0265,0.8428,0.0318,628.2932,89.0561,0.0000,0.0000,0.0000
42,NewYork,generalize,TamAlwaysAccept,5,0.4007,0.0360,0.8201,0.0893,1446.7234,95.3582,0.4171,0.0474,0.8732,0.0447,618.8016,38.1124,0.0000,0.0000,0.0000
42,Paris,generalize,MAPPO,5,0.3709,0.0791,0.9162,0.0412,1244.1824,168.7440,0.4272,0.0246,0.9215,0.0352,460.6086,66.8204,0.0000,0.0000,0.0000
42,Paris,generalize,MAPPER,5,0.4198,0.1065,0.8847,0.0085,1262.0853,89.3205,0.4191,0.0653,0.9101,0.0194,546.7450,44.3838,0.0000,0.0000,0.0000
42,Paris,generalize,FaithfulMAPPER,5,0.4373,0.0712,0.9076,0.0442,1277.9111,55.5219,0.3767,0.0784,0.9375,0.0047,477.0504,33.0812,0.0000,0.0000,0.0000
42,Paris,generalize,TamAlwaysAccept,5,0.4471,0.0574,0.8790,0.0462,1317.1721,167.4779,0.4075,0.0503,0.9254,0.0349,518.0128,64.9028,0.0000,0.0000,0.0000
42,London,generalize,MAPPO,5,0.1417,0.0256,0.8930,0.0204,1818.3317,235.3256,0.2885,0.0864,0.8415,0.0270,794.8076,104.0253,0.0000,0.0000,0.0000
42,London,generalize,MAPPER,5,0.2989,0.0511,0.8774,0.0421,1631.6206,203.8823,0.3943,0.0322,0.8686,0.0580,680.4368,117.7026,0.0000,0.0000,0.0000
42,London,generalize,FaithfulMAPPER,5,0.3829,0.0858,0.9529,0.0323,1593.6902,159.9923,0.3337,0.0591,0.8628,0.0606,645.8336,109.9872,0.0000,0.0000,0.0000
42,London,generalize,TamAlwaysAccept,5,0.4382,0.0316,0.9310,0.0487,1515.9360,151.6740,0.3723,0.0526,0.9123,0.0296,648.6871,76.8594,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,MAPPO,5,0.4190,0.0931,0.9242,0.0266,959.2115,249.3546,0.5121,0.0675,0.9563,0.0185,278.0003,17.5408,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,MAPPER,5,0.4345,0.0717,0.9373,0.0187,928.3815,44.7580,0.4487,0.0632,0.9607,0.0229,301.6150,19.8414,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,FaithfulMAPPER,5,0.4597,0.0940,0.9508,0.0161,882.1829,96.4179,0.4302,0.1041,0.9715,0.0228,256.5176,36.7398,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,Hybrid,5,0.4590,0.0654,0.9481,0.0201,990.9893,90.5882,0.3957,0.0172,0.9753,0.0213,314.4060,50.2928,0.0948,0.0000,0.0000
42,Tokyo_Small,eval,TamAlwaysAccept,5,0.4675,0.0389,0.9557,0.0223,885.4347,74.3096,0.3882,0.0936,0.9673,0.0136,281.2016,23.8840,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,MAPPO,5,0.1677,0.0873,0.8217,0.0472,1681.3538,134.0469,0.2966,0.1236,0.8283,0.0744,523.2203,62.6707,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,MAPPER,5,0.3665,0.1287,0.8993,0.0376,1496.7363,235.2023,0.4884,0.0824,0.9104,0.0482,528.9099,99.0634,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,FaithfulMAPPER,5,0.3485,0.0209,0.8878,0.0504,1472.9703,153.7578,0.4163,0.0446,0.9193,0.0189,507.6745,33.2954,0.0000,0.0000,0.0000
42,Tokyo_Medium,eval,Hybrid,5,0.3981,0.0390,0.8791,0.0455,1286.4050,66.3039,0.3571,0.0670,0.9230,0.0352,468.9322,21.5627,0.2500,0.0000,0.0000
42,Tokyo_Medium,eval,TamAlwaysAccept,5,0.4850,0.0989,0.9039,0.0188,1235.1776,86.9085,0.3572,0.0758,0.9077,0.0262,455.7713,20.2316,0.0000,0.0000,0.0000
42,Kyoto_Small,eval,MAPPO,5,0.3620,0.1204,0.9244,0.0344,815.8733,90.1372,0.4344,0.0382,0.9419,0.0070,272.3932,47.4801,0.0000,0.0000,0.0000
42,Kyoto_Small,eval,MAPPER,5,0.4812,0.0590,0.9655,0.0176,934.9172,97.0876,0.4606,0.0739,0.9634,0.0163,285.2327,47.8458,0.0000,0.0000,0.0000
42,Kyoto_Small,eval,FaithfulMAPPER,5,0.4794,0.0381,0.9582,0.0216,907.4058,66.9210,0.4191,0.0660,0.9677,0.0164,287.5289,22.0434,0.0000,0.0000,0.0000
42,Kyoto_Small,eval,Hybrid,5,0.4896,0.0546,0.9764,0.0138,848.6393,103.5033,0.4177,0.0713,0.9741,0.0161,287.7070,35.9050,0.0956,0.0000,0.0000
42,Kyoto_Small,eval,TamAlwaysAccept,5,0.5168,0.0672,0.9638,0.0206,802.3763,49.0664,0.3997,0.0716,0.9698,0.0179,258.4832,18.2901,0.0000,0.0000,0.0000
42,Kyoto_Medium,eval,MAPPO,5,0.0511,0.0237,0.8309,0.0236,1624.5200,288.3647,0.1226,0.0452,0.8335,0.0205,561.7500,310.0607,0.0000,0.0000,0.0000
42,Kyoto_Medium,eval,MAPPER,5,0.1626,0.0252,0.9086,0.0158,1568.0125,219.2376,0.3073,0.0861,0.9068,0.0182,485.4510,118.9643,0.0000,0.0000,0.0000
42,Kyoto_Medium,eval,FaithfulMAPPER,5,0.1992,0.0253,0.8954,0.0429,1592.2922,355.1919,0.4265,0.1099,0.9095,0.0494,475.5932,50.0156,0.0000,0.0000,0.0000
42,Kyoto_Medium,eval,Hybrid,5,0.3131,0.0615,0.8782,0.0583,1316.2654,184.9455,0.4551,0.0632,0.9212,0.0196,545.2074,101.0458,0.3866,0.0000,0.0000
42,Kyoto_Medium,eval,TamAlwaysAccept,5,0.3277,0.0849,0.8946,0.0321,1319.5742,112.5243,0.4342,0.0823,0.8989,0.0252,482.3026,47.5325,0.0000,0.0000,0.0000
42,LosAngeles_Small,eval,MAPPO,5,0.2710,0.0932,0.9474,0.0215,1005.1752,149.8700,0.3769,0.0857,0.9456,0.0361,277.0648,46.4492,0.0000,0.0000,0.0000
42,LosAngeles_Small,eval,MAPPER,5,0.4129,0.0460,0.9528,0.0169,988.9724,88.2233,0.4440,0.0465,0.9640,0.0217,296.2059,48.2875,0.0000,0.0000,0.0000
42,LosAngeles_Small,eval,FaithfulMAPPER,5,0.5101,0.0699,0.9603,0.0145,811.7986,94.2400,0.4313,0.0420,0.9523,0.0273,261.0791,29.1800,0.0000,0.0000,0.0000
42,LosAngeles_Small,eval,Hybrid,5,0.4371,0.0430,0.9498,0.0164,806.5938,116.5739,0.4280,0.0749,0.9781,0.0115,264.3520,37.6792,0.1258,0.0000,0.0000
42,LosAngeles_Small,eval,TamAlwaysAccept,5,0.4239,0.0870,0.9408,0.0268,980.8279,105.9802,0.3315,0.0960,0.9688,0.0096,311.7455,36.1092,0.0000,0.0000,0.0000
42,LosAngeles_Medium,eval,MAPPO,5,0.2406,0.0817,0.9068,0.0424,1618.4958,208.5413,0.4074,0.0979,0.9039,0.0289,513.2557,35.6920,0.0000,0.0000,0.0000
42,LosAngeles_Medium,eval,MAPPER,5,0.3403,0.0843,0.9063,0.0445,1421.8547,118.4261,0.3326,0.0616,0.9178,0.0352,523.3114,40.3336,0.0000,0.0000,0.0000
42,LosAngeles_Medium,eval,FaithfulMAPPER,5,0.3992,0.0942,0.9153,0.0461,1305.7692,151.5799,0.3026,0.0753,0.9329,0.0310,494.2351,65.0563,0.0000,0.0000,0.0000
42,LosAngeles_Medium,eval,Hybrid,5,0.4498,0.0721,0.8821,0.0213,1282.6798,96.7370,0.3784,0.0588,0.9251,0.0202,521.7422,39.2155,0.0323,0.0000,0.0000
42,LosAngeles_Medium,eval,TamAlwaysAccept,5,0.4890,0.0594,0.8479,0.0513,1292.1781,167.9319,0.4662,0.0295,0.9296,0.0337,508.1863,45.0605,0.0000,0.0000,0.0000
42,Tokyo_Small,stress,MAPPO,5,0.4818,0.0589,0.9470,0.0294,885.6602,92.3364,0.3215,0.0203,0.9745,0.0165,299.0479,30.0128,0.0000,0.0000,0.0000
42,Tokyo_Small,stress,MAPPER,5,0.4604,0.0877,0.9363,0.0307,834.9618,98.2474,0.3264,0.0961,0.9767,0.0063,281.9937,23.1180,0.0000,0.0000,0.0000
42,Tokyo_Small,stress,FaithfulMAPPER,5,0.4564,0.0448,0.9585,0.0244,1001.5535,68.8394,0.3109,0.0547,0.9642,0.0082,325.0392,37.0468,0.0000,0.0000,0.0000
42,Tokyo_Small,stress,Hybrid,5,0.4668,0.0759,0.9545,0.0102,919.3485,179.6077,0.3055,0.0607,0.9550,0.0293,303.1591,27.5172,0.0604,0.0000,0.0000
42,Tokyo_Small,stress,TamAlwaysAccept,5,0.4033,0.0975,0.9275,0.0240,929.9994,146.2463,0.2819,0.0520,0.9678,0.0242,309.5560,66.2868,0.0000,0.0000,0.0000
42,Tokyo_Medium,stress,MAPPO,5,0.4513,0.0872,0.8880,0.0536,1355.7365,86.6671,0.3026,0.0306,0.9328,0.0174,502.5881,37.3005,0.0000,0.0000,0.0000
42,Tokyo_Medium,stress,MAPPER,5,0.4238,0.0392,0.8976,0.0286,1364.3330,171.1542,0.2437,0.0940,0.9342,0.0496,545.0127,50.2024,0.0000,0.0000,0.0000
42,Tokyo_Medium,stress,FaithfulMAPPER,5,0.4169,0.0707,0.8903,0.0381,1262.0691,129.8745,0.1554,0.0681,0.9256,0.0226,484.2113,53.8212,0.0000,0.0000,0.0000
42,Tokyo_Medium,stress,Hybrid,5,0.4676,0.0305,0.9220,0.0471,1169.5009,118.5238,0.2431,0.0563,0.9336,0.0265,492.9420,45.7104,0.0158,0.0000,0.0000
42,Tokyo_Medium,stress,TamAlwaysAccept,5,0.5687,0.1337,0.9097,0.0353,1179.5851,131.1416,0.2323,0.0599,0.9477,0.0394,413.1307,43.0307,0.0000,0.0000,0.0000
42,Kyoto_Small,stress,MAPPO,5,0.4311,0.0433,0.9655,0.0158,858.6682,50.5366,0.2775,0.0407,0.9661,0.0211,275.3423,12.3605,0.0000,0.0000,0.0000
42,Kyoto_Small,stress,MAPPER,5,0.5030,0.0412,0.9648,0.0111,879.5905,61.9900,0.2832,0.0514,0.9668,0.0170,274.4957,9.5879,0.0000,0.0000,0.0000
42,Kyoto_Small,stress,FaithfulMAPPER,5,0.4669,0.0981,0.9457,0.0302,857.0934,76.4734,0.2756,0.0550,0.9616,0.0237,277.0882,41.2614,0.0000,0.0000,0.0000
42,Kyoto_Small,stress,Hybrid,5,0.5622,0.0356,0.9705,0.0077,772.8840,51.6642,0.2817,0.0402,0.9766,0.0142,229.0256,22.9300,0.0155,0.0000,0.0000
42,Kyoto_Small,stress,TamAlwaysAccept,5,0.5527,0.0497,0.9570,0.0107,767.9330,58.1507,0.3362,0.0416,0.9865,0.0056,244.5363,18.7590,0.0000,0.0000,0.0000
42,Kyoto_Medium,stress,MAPPO,5,0.2913,0.0560,0.8850,0.0353,1464.0691,118.0219,0.1931,0.0414,0.9438,0.0118,538.8984,42.3957,0.0000,0.0000,0.0000
42,Kyoto_Medium,stress,MAPPER,5,0.3181,0.0377,0.9335,0.0318,1371.6471,205.2374,0.2585,0.0589,0.9322,0.0194,465.7089,28.7330,0.0000,0.0000,0.0000
42,Kyoto_Medium,stress,FaithfulMAPPER,5,0.3637,0.0501,0.9113,0.0348,1384.8386,99.3204,0.2908,0.0584,0.9326,0.0248,521.7845,63.2126,0.0000,0.0000,0.0000
42,Kyoto_Medium,stress,Hybrid,5,0.3370,0.0272,0.8515,0.0495,1293.6794,118.5209,0.2789,0.0251,0.9224,0.0195,502.6782,96.6735,0.2298,0.0000,0.0000
42,Kyoto_Medium,stress,TamAlwaysAccept,5,0.4386,0.0328,0.8787,0.0217,1207.7723,90.2146,0.2598,0.0453,0.9134,0.0156,444.6970,76.6541,0.0000,0.0000,0.0000
42,LosAngeles_Small,stress,MAPPO,5,0.4423,0.0541,0.9445,0.0381,859.4584,79.7559,0.1778,0.0252,0.9647,0.0121,288.3191,29.6507,0.0000,0.0000,0.0000
42,LosAngeles_Small,stress,MAPPER,5,0.3829,0.0735,0.9538,0.0085,905.2172,123.2516,0.1678,0.0289,0.9756,0.0151,261.7844,15.3915,0.0000,0.0000,0.0000
42,LosAngeles_Small,stress,FaithfulMAPPER,5,0.3546,0.0679,0.9533,0.0207,843.1151,60.8148,0.2144,0.0611,0.9528,0.0221,276.1436,29.0472,0.0000,0.0000,0.0000
42,LosAngeles_Small,stress,Hybrid,5,0.3959,0.0613,0.9528,0.0187,895.9404,55.4854,0.1852,0.0574,0.9643,0.0313,277.5225,20.5592,0.1608,0.0000,0.0000
42,LosAngeles_Small,stress,TamAlwaysAccept,5,0.4078,0.0833,0.9337,0.0288,822.5322,64.4444,0.2318,0.0672,0.9743,0.0187,265.8621,35.9801,0.0000,0.0000,0.0000
42,LosAngeles_Medium,stress,MAPPO,5,0.4185,0.0712,0.9130,0.0268,1307.6444,130.6647,0.3310,0.0316,0.9321,0.0235,486.9579,39.6024,0.0000,0.0000,0.0000
42,LosAngeles_Medium,stress,MAPPER,5,0.3911,0.0334,0.9014,0.0346,1412.2357,142.7993,0.2243,0.0343,0.9299,0.0308,487.6611,67.0541,0.0000,0.0000,0.0000
42,LosAngeles_Medium,stress,FaithfulMAPPER,5,0.3852,0.0941,0.9149,0.0228,1393.7871,79.8519,0.2213,0.0565,0.9296,0.0251,553.5363,21.3878,0.0000,0.0000,0.0000
42,LosAngeles_Medium,stress,Hybrid,5,0.3781,0.0630,0.8981,0.0194,1356.5709,81.6592,0.1958,0.0387,0.9416,0.0167,483.8121,41.5860,0.1669,0.0000,0.0000
42,LosAngeles_Medium,stress,TamAlwaysAccept,5,0.3904,0.0683,0.8835,0.0327,1295.0554,165.5477,0.2002,0.0743,0.9258,0.0228,532.5493,80.4866,0.0000,0.0000,0.0000
42,Tokyo_Large,generalize,MAPPO,5,0.1151,0.0380,0.6871,0.1198,1657.5457,271.9822,0.2312,0.0599,0.7103,0.0787,768.0983,77.5502,0.0000,0.0000,0.0000
42,Tokyo_Large,generalize,MAPPER,5,0.1817,0.0754,0.7398,0.0399,1941.9896,272.7896,0.2836,0.0890,0.7362,0.0509,685.3555,197.3105,0.0000,0.0000,0.0000
42,Tokyo_Large,generalize,FaithfulMAPPER,5,0.2676,0.0574,0.7245,0.1077,1609.9763,81.0655,0.3309,0.0792,0.7779,0.1031,663.3750,69.3842,0.0000,0.0000,0.0000
42,Tokyo_Large,generalize,Hybrid,5,0.3276,0.0301,0.8093,0.0584,1641.0863,227.4622,0.3655,0.0112,0.8706,0.0432,652.0956,151.4818,0.2351,0.0000,0.0000
42,Tokyo_Large,generalize,TamAlwaysAccept,5,0.3367,0.0709,0.8336,0.0154,1584.4935,170.5524,0.4240,0.0746,0.8653,0.0528,622.9595,117.7168,0.0000,0.0000,0.0000
42,Fukuoka,generalize,MAPPO,5,0.1359,0.0882,0.7993,0.1011,1671.2946,375.9838,0.2766,0.1206,0.8159,0.0810,531.6979,126.2353,0.0000,0.0000,0.0000
42,Fukuoka,generalize,MAPPER,5,0.3155,0.0562,0.8748,0.0397,1550.7424,115.8302,0.4153,0.0722,0.8528,0.0135,658.0272,74.3660,0.0000,0.0000,0.0000
42,Fukuoka,generalize,FaithfulMAPPER,5,0.4084,0.0766,0.8635,0.0577,1503.5831,135.3929,0.3240,0.0523,0.9011,0.0553,654.9198,99.0917,0.0000,0.0000,0.0000
42,Fukuoka,generalize,Hybrid,5,0.4619,0.1262,0.9012,0.0301,1296.3538,117.1424,0.3528,0.0430,0.9079,0.0462,558.4351,98.3422,0.0028,0.0000,0.0000
42,Fukuoka,generalize,TamAlwaysAccept,5,0.4469,0.0603,0.9440,0.0255,1486.6234,94.5448,0.3626,0.0674,0.8876,0.0553,599.5861,41.5901,0.0000,0.0000,0.0000
42,NewYork,generalize,MAPPO,5,0.0934,0.0622,0.6755,0.0859,1793.4635,323.9625,0.2470,0.0715,0.7477,0.1128,672.4364,158.6353,0.0000,0.0000,0.0000
42,NewYork,generalize,MAPPER,5,0.1973,0.0483,0.7996,0.0511,1691.7268,51.1188,0.3825,0.0461,0.8349,0.0519,677.2833,119.1670,0.0000,0.0000,0.0000
42,NewYork,generalize,FaithfulMAPPER,5,0.2694,0.0762,0.8184,0.0665,1636.1580,209.2404,0.3687,0.0546,0.8346,0.0512,677.4643,74.9835,0.0000,0.0000,0.0000
42,NewYork,generalize,Hybrid,5,0.4177,0.0531,0.8285,0.0791,1380.5629,151.1252,0.4240,0.0931,0.8953,0.0323,571.5920,78.4638,0.1010,0.0000,0.0000
42,NewYork,generalize,TamAlwaysAccept,5,0.4228,0.0493,0.8229,0.0369,1501.4851,137.6111,0.4244,0.0375,0.8523,0.0415,641.5067,75.7060,0.0000,0.0000,0.0000
42,Paris,generalize,MAPPO,5,0.3109,0.0490,0.9133,0.0444,1286.7500,170.1678,0.4206,0.0526,0.9227,0.0237,492.0852,69.3893,0.0000,0.0000,0.0000
42,Paris,generalize,MAPPER,5,0.4875,0.0820,0.9072,0.0335,1221.4880,97.1195,0.3688,0.0398,0.9317,0.0362,485.0834,19.5632,0.0000,0.0000,0.0000
42,Paris,generalize,FaithfulMAPPER,5,0.4671,0.0989,0.9156,0.0412,1236.2468,70.6000,0.3569,0.0862,0.9539,0.0216,471.4713,43.1722,0.0000,0.0000,0.0000
42,Paris,generalize,Hybrid,5,0.4781,0.0969,0.8782,0.0445,1309.4674,151.0846,0.3822,0.0396,0.9365,0.0262,500.5081,71.3587,-0.0513,0.0000,0.0000
42,Paris,generalize,TamAlwaysAccept,5,0.4227,0.0643,0.9127,0.0261,1385.9836,75.0965,0.4046,0.0863,0.9465,0.0246,525.9309,34.8912,0.0000,0.0000,0.0000
42,London,generalize,MAPPO,5,0.1646,0.0292,0.8898,0.0196,1807.6002,326.2538,0.2854,0.0744,0.8532,0.0169,697.2817,145.0023,0.0000,0.0000,0.0000
42,London,generalize,MAPPER,5,0.3090,0.0732,0.8844,0.0307,1609.8367,230.8573,0.3887,0.0648,0.8649,0.0659,661.5399,124.9382,0.0000,0.0000,0.0000
42,London,generalize,FaithfulMAPPER,5,0.3464,0.0525,0.9496,0.0486,1526.9973,190.6553,0.3592,0.0944,0.8607,0.0755,661.0209,119.0956,0.0000,0.0000,0.0000
42,London,generalize,Hybrid,5,0.4671,0.0358,0.9023,0.0818,1600.7054,75.4665,0.3992,0.0309,0.9058,0.0524,673.2334,48.6931,-0.0473,0.0000,0.0000
42,London,generalize,TamAlwaysAccept,5,0.4910,0.1211,0.9217,0.0305,1421.6281,133.0044,0.3987,0.0407,0.8844,0.0321,625.4848,78.8477,0.0000,0.0000,0.0000
42,Tokyo_Small,train,FaithfulMAPPER,80,0.4886,0.0775,0.9414,0.0240,786.0900,102.0209,0.3670,0.1409,0.9893,0.0123,251.2888,36.7218,541.8377,96.5188,1144.1659,145.5329,0.9031,0.0763,-0.0035,8.3951,0.6219
42,Tokyo_Small,train,MAPPO,80,0.4893,0.0757,0.9381,0.0259,773.8802,105.9671,0.3482,0.1346,0.9878,0.0139,240.3702,30.9953,534.1838,90.5621,1107.3866,130.0517,0.9104,0.0874,-0.0024,8.3672,0.6772
42,Kyoto_Small,train,FaithfulMAPPER,80,0.5042,0.0889,0.9616,0.0223,741.0464,84.4048,0.2890,0.1246,0.9883,0.0137,237.0863,33.1229,502.0636,76.0698,1093.8081,111.8180,0.9086,0.0802,-0.0020,9.4363,0.6196
42,Kyoto_Small,train,MAPPO,80,0.5154,0.0737,0.9651,0.0161,754.7775,94.1958,0.2903,0.1341,0.9892,0.0130,227.2879,30.9678,521.8729,80.4553,1073.1990,106.0688,0.9352,0.0702,0.0020,8.5743,0.6769
42,LosAngeles_Small,train,FaithfulMAPPER,80,0.4356,0.1029,0.9464,0.0266,779.2408,104.9915,0.3127,0.1179,0.9902,0.0142,231.7219,32.6656,548.6584,96.0750,1106.2622,142.7478,0.9260,0.0798,0.0026,11.8500,0.6157
42,LosAngeles_Small,train,MAPPO,80,0.4255,0.1057,0.9492,0.0209,768.6105,105.6533,0.3024,0.1273,0.9912,0.0129,228.9975,35.6607,537.8539,95.8530,1083.2365,123.1097,0.9291,0.0771,-0.0007,11.1040,0.6759
42,Tokyo_Small,train,FaithfulMAPPER,80,0.5031,0.0763,0.9457,0.0241,783.1371,100.5739,0.3694,0.1316,0.9896,0.0122,248.7607,34.2417,535.4341,92.3300,1127.6029,134.0205,0.8994,0.0887,0.0038,7.9998,0.6288
42,Tokyo_Small,train,MAPPO,80,0.4781,0.0775,0.9374,0.0257,796.7646,97.5953,0.3456,0.1282,0.9884,0.0132,246.4095,39.6035,547.9507,79.9700,1116.5737,138.5308,0.9027,0.0937,0.0029,9.1927,0.6911
42,Kyoto_Small,train,FaithfulMAPPER,80,0.4970,0.0967,0.9600,0.0215,739.7672,105.9367,0.2899,0.1343,0.9883,0.0134,233.8643,38.5619,500.0424,86.9762,1073.4969,111.9907,0.9121,0.0825,0.0005,9.7712,0.6275
42,Kyoto_Small,train,MAPPO,80,0.4433,0.1028,0.9606,0.0200,774.5968,106.0783,0.2604,0.1331,0.9887,0.0137,234.1853,33.4024,540.0466,91.8602,1071.7957,111.5005,0.9085,0.0915,-0.0041,10.0461,0.6911
42,LosAngeles_Small,train,FaithfulMAPPER,80,0.5103,0.1012,0.9581,0.0214,740.6390,100.4700,0.3529,0.1206,0.9906,0.0136,235.6481,37.8612,509.1852,86.8436,1087.0457,117.4371,0.9200,0.0776,-0.0043,9.3582,0.6292
42,LosAngeles_Small,train,MAPPO,80,0.4643,0.0827,0.9534,0.0207,749.0121,103.1783,0.3193,0.1111,0.9907,0.0131,231.2502,34.1152,512.3358,87.3948,1070.3081,113.7818,0.9165,0.0915,-0.0036,10.9730,0.6911
43,Tokyo_Small,train,FaithfulMAPPER,80,0.5190,0.0763,0.9426,0.0254,771.5761,93.1682,0.3718,0.1491,0.9893,0.0110,245.1618,34.4664,525.3646,77.0966,1119.1852,112.3943,0.9105,0.0819,0.0002,7.4749,0.6458
43,Tokyo_Small,train,MAPPO,80,0.4674,0.0857,0.9367,0.0299,780.6504,74.4249,0.3267,0.1392,0.9884,0.0117,249.4492,33.8258,531.5547,68.7513,1147.4425,126.0036,0.9124,0.0733,0.0001,9.8988,0.6619
43,Kyoto_Small,train,FaithfulMAPPER,80,0.4957,0.0822,0.9645,0.0197,762.9192,89.2902,0.3133,0.1025,0.9894,0.0120,233.0267,35.2462,525.3868,70.2000,1077.5305,103.9154,0.9181,0.0864,0.0042,9.2678,0.6460
43,Kyoto_Small,train,MAPPO,80,0.4587,0.1038,0.9637,0.0190,773.5856,102.5595,0.2719,0.1073,0.9904,0.0114,234.0794,31.4784,536.1583,99.9028,1083.0887,119.2852,0.9061,0.0827,0.0026,9.6815,0.6615
43,LosAngeles_Small,train,FaithfulMAPPER,80,0.4674,0.0794,0.9492,0.0306,766.4105,102.1940,0.3084,0.1142,0.9884,0.0127,241.1988,30.7174,529.4412,94.1606,1107.9291,122.7257,0.9106,0.0863,0.0042,10.2216,0.6462
43,LosAngeles_Small,train,MAPPO,80,0.4166,0.0828,0.9500,0.0230,780.5850,125.3554,0.2802,0.1241,0.9836,0.0159,233.7312,35.0925,547.4032,104.9779,1106.9578,118.0708,0.9297,0.0741,0.0015,11.1766,0.6610
42,Tokyo_Small,eval,MAPPO,5,0.4709,0.0755,0.9245,0.0233,813.0822,123.1751,0.4165,0.0658,1.0002,0.0001,249.3322,30.3750,563.7916,108.2329,1115.7471,64.2541,0.8866,0.0692,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,FaithfulMAPPER,5,0.5336,0.0589,0.9518,0.0161,778.5288,143.6951,0.3791,0.0999,1.0002,0.0001,253.9191,59.1783,520.9809,93.2910,1143.3850,122.2519,0.9041,0.0820,0.0000,0.0000,0.0000
42,Tokyo_Small,eval,Hybrid,5,0.4758,0.0785,0.9451,0.0266,851.6999,143.1220,0.2966,0.0745,1.0002,0.0002,251.7505,44.1302,618.8073,121.2894,1092.7568,142.5791,0.8657,0.0781,0.1764,0.0000,0.0000
